Sentence,Sentiment
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
Tesco share price steady as analysts weigh in on results,neutral
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,negative
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral
It is now the leading private road ambulance service company in Finland .,positive
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,positive
Germanwings disaster will not affect image of budget air travel - easyJet,neutral
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative
US sanctions put Gazprom-Shell alliance plans in jeopardy,negative
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
Glencore slumps 30 percent as debt fears grow,negative
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative
The transaction is expected to be completed next spring .,neutral
Sales of mid-strength beer decreased by 40 % .,negative
CapMan made its initial investment in OneMed in June 2006 .,neutral
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,negative
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",neutral
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",neutral
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
"Lule+_ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,neutral
"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",neutral
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral
$AAPL wants lower. up waves getting smaller on the 2 min,negative
"The sale will be finalized in September or October , the company said .",neutral
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",neutral
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,negative
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,neutral
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative
Johnson Matthey raises prospect of investor payout,positive
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative
Altogether Finnair has canceled over 500 flights because of the strike .,negative
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive
Diageo Shares Surge on Report of Possible Takeover by Lemann,positive
"`` Soon after , the collisions started . ''",neutral
"- Demand for fireplace products was lower than expected , especially in Germany .",negative
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive
The recent troubles simply make NETeller cheaper .,negative
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,neutral
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive
